organization_name,org_type,amenity,healthcare,social_facility,address,city,lat,lon,distance_miles
Xiao Rong He MD,doctors,doctors,doctor,,Justice Avenue,,40.737653,-73.8762182,2.04
Elm York Assisted Living,social_facility,social_facility,,assisted_living,100-30 Ditmars Boulevard,East Elmhurst,40.7694376,-73.8699655,2.04
Walgreens,pharmacy,pharmacy,pharmacy,,26-02 94th Street,,40.762786,-73.8759051,2.04
Diamond Braces,dentist,dentist,dentist,,70-42 Austin Street,,40.7203181,-73.8455071,2.05
Jewels Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7314667,-73.8100934,2.05
Elmeay II Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7388048,-73.877118,2.05
Public School Q222,school,school,,,86-15 37th Avenue,Jackson Heights,40.7504428,-73.879992,2.05
Public School 89 Elmhurst,school,school,,,85-28 Britton Avenue,,40.745976,-73.8796397,2.05
Newtown Smile Dental,dentist,dentist,dentist,,86-01 Justice Avenue,,40.7379252,-73.8768983,2.06
Cohen's Fashion Optical,optometrist,,optometrist,,,,40.7201962,-73.8445904,2.06
Elmhurst Family Dental,dentist,dentist,dentist,,,,40.738786,-73.8773605,2.06
Wang Medical,alternative,,alternative,,,,40.7388482,-73.8774144,2.06
Family Dentist,dentist,dentist,dentist,,,,40.7311909,-73.810123,2.06
Rego Park Dental Care,dentist,dentist,dentist,,,,40.726334,-73.8649778,2.06
Ever Young Pharmacy,pharmacy,pharmacy,pharmacy,,87-08 Justice Avenue,,40.7375025,-73.8765804,2.06
PS 148 - The Ruby G Allen School,school,school,,,,,40.7580007,-73.8787037,2.06
"Harold Stern DDS, PC",dentist,dentist,dentist,,109-20 Queens Boulevard,,40.7198656,-73.8411817,2.07
Lenox Hill Radiology,doctors,doctors,doctor,,,,40.734641,-73.875083,2.08
Tamara Moss MD,doctors,doctors,doctor,,109-19 72nd Road,,40.719651,-73.8413383,2.08
Walgreens,pharmacy,pharmacy,pharmacy,,84-20 Broadway,,40.7394964,-73.8782785,2.09
Azeem Khan,doctors,doctors,doctor,,109-19 72nd Road,,40.7196088,-73.8413557,2.09
Capital Drugs,pharmacy,pharmacy,pharmacy,,109-19 72nd Road,,40.7194973,-73.8414313,2.09
Junior High School 185,school,school,,,147-26 25th Drive,Queens,40.7749113,-73.8186092,2.09
Acuiderm,doctors,doctors,doctor,,87-20 Queens Boulevard,Elmhurst,40.7349381,-73.8758929,2.1
Determination Physical Therapy,physiotherapist,,physiotherapist,,71-60 Yellowstone Boulevard,,40.7212304,-73.8553017,2.11
Frost Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.735479,-73.8764221,2.11
Austin Medical Assistant Training,school,school,,,109-15 72nd Road,,40.7193386,-73.8415234,2.11
Medical Building,yes,,yes,,,,40.7476686,-73.8811246,2.12
GoGo Pharmacy,pharmacy,pharmacy,pharmacy,,83-09 Broadway,,40.7410258,-73.8796673,2.12
Medex Diagnostic and Treatment Center,doctors,doctors,doctor,,111-29 Queens Blvd,Queens,40.7191368,-73.8378618,2.12
Care First Pharmacy,pharmacy,pharmacy,pharmacy,,83-30 Broadway,,40.7403897,-73.8792685,2.12
Empire Physical Therapy & Rehabilitation,physiotherapist,,physiotherapist,,110-50 Queens Boulevard,,40.7191048,-73.8394767,2.12
Saint John Lutheran School,school,school,,,,,40.7803774,-73.8448212,2.12
J & D Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7210152,-73.8554026,2.13
Forest Urgent Care,clinic,clinic,clinic,,112-01 75th Avenue,Forest Hills,40.7191541,-73.8372031,2.13
You First Pharmacy,pharmacy,pharmacy,pharmacy,,72-16 Austin Street,,40.7190335,-73.8421585,2.13
Focus Vision Center,doctors,doctors,doctor,,86-26 Queens Boulevard,Elmhurst,40.7360407,-73.8771465,2.13
York Healthcare,yes,,yes,,86-24 Queens Boulevard,Elmhurst,40.7360758,-73.8771984,2.13
Manhattan Medical Arts,clinic,clinic,clinic,,72-14 Austin Street,,40.7190581,-73.8422124,2.13
L&M Pharmacy,pharmacy,pharmacy,pharmacy,,110-62 Queens Boulevard,,40.7189934,-73.8392159,2.13
Hear USA,clinic,clinic,clinic,,72-32 Austin Street,,40.7187687,-73.8415852,2.14
Elite Pharmacy,pharmacy,pharmacy,pharmacy,,75-37 Main Street,,40.7231202,-73.8197096,2.15
Hallmark,pharmacy,pharmacy,pharmacy,,82-85 Broadway,,40.741493,-73.8803014,2.15
Walgreens,pharmacy,pharmacy,pharmacy,,82-77 Broadway,,40.7416139,-73.8804727,2.15
Austin dental plus,dentist,dentist,dentist,,,,40.7187917,-73.8387527,2.15
Stephanie Khan,doctors,doctors,doctor,,110-78 Queens Boulevard,,40.7187191,-73.838581,2.15
Traymore Chemists,pharmacy,pharmacy,pharmacy,,110-80 Queens Boulevard,,40.7187027,-73.8385365,2.15
Yeshiva Binat Chaim - Boys,school,school,,,,,40.7188596,-73.8347708,2.16
New York Presbyterian,clinic,clinic,clinic,,112-07 Queens Boulevard,,40.7186919,-73.8369315,2.16
Dr. W&W Laser Center,doctors,doctors,doctor,,85-16 Queens Boulevard,,40.7365901,-73.8782109,2.16
Mesorah Academy,school,school,,,,,40.7187473,-73.8345869,2.17
Forest Hills Medical Center,clinic,clinic,clinic,,112-07 Queens Boulevard,,40.7184986,-73.8366041,2.17
Manjoorsa Physical Therapy,physiotherapist,,physiotherapist,,84-11,,40.7373522,-73.8788451,2.17
Yuen Podiatry,podiatrist,,podiatrist,,85-10 Queens Boulevard,,40.7366398,-73.8783913,2.17
Manhattan Pediatric,yes,,yes,,84-05,,40.7373884,-73.8790529,2.18
Rendr,doctors,doctors,doctor,,82-55 Broadway,,40.742143,-73.8811925,2.18
Elmway Pharmacy,pharmacy,pharmacy,pharmacy,,82-45 Broadway,,40.7423094,-73.88141,2.19
Getting Well Rx Pharmacy,pharmacy,pharmacy,pharmacy,,82-86 Broadway,Elmhurst,40.741134,-73.8812547,2.2
Vitalscript Pharmacy and Medical Supplies,pharmacy,pharmacy,pharmacy,,83-17 37th Avenue,,40.7500253,-73.8828494,2.2
Energize Physical Therapy,physiotherapist,,physiotherapist,,84-06 Queens Boulevard,Elmhurst,40.736814,-73.879161,2.2
New Age Radiology,doctors,doctors,doctor,,Queens Boulevard,,40.7180408,-73.8371238,2.2
Weihong Yan M.D.,doctors,doctors,doctor,,83-11 Queens Boulevard,Elmhurst,40.7375355,-73.8797566,2.21
Forest Hills Dental Care,dentist,dentist,dentist,,113-01 Queens Boulevard,,40.7178829,-73.8354863,2.22
Complete Neurological Care,yes,,yes,,112-47 Queens Boulevard,,40.7179751,-73.8356558,2.22
"Apple Dental Health Services, P.C.",dentist,dentist,dentist,,113-16 76th Road,,40.7180836,-73.8334957,2.22
Prime Vision Optical,optometrist,,optometrist,,112-12 Queens Boulevard,Queens,40.7177441,-73.8365748,2.23
Dentistas,dentist,dentist,dentist,,81-46 Baxter Avenue,,40.7462238,-73.8833999,2.24
Public School 200,school,school,,,,,40.7310924,-73.8056133,2.25
Horizon Pharmacy III,pharmacy,pharmacy,pharmacy,,81-14 Broadway,,40.7430834,-73.8835197,2.28
Huang Cardiovascular,doctors,doctors,doctor,,81-18 Broadway,,40.7430447,-73.8834414,2.28
Saint Joan of Arc School,school,school,,,,,40.7512746,-73.8843674,2.28
Nueva Vida Pharmacy,pharmacy,pharmacy,pharmacy,,81-25 37th Avenue,,40.7498478,-73.8845531,2.29
Rubex Drugs,pharmacy,pharmacy,pharmacy,,81-19 41st Avenue,,40.7459988,-73.8842997,2.29
Twins Dental Care,dentist,dentist,dentist,,,,40.7168993,-73.8351462,2.29
Saint Adalberts School,school,school,,,80-55 Cornish Avenue,,40.7396676,-73.8825377,2.29
The Landing Family Shelter,social_facility,social_facility,,shelter,9400 Ditmars Boulevard,East Elmhurst,40.7696768,-73.875755,2.29
P.S.174Q William Sidney Mount,school,school,,,,,40.7205961,-73.8614897,2.29
Family Podiatry of Rego Park,doctors,doctors,doctor,,,,40.7193867,-73.8588715,2.3
P.S. 212Q School of Cyberscience and Literacy,school,school,,,,,40.7531307,-73.8844491,2.3
StartWell,physiotherapist,,physiotherapist,,80-31 Broadway,,40.743719,-73.8842386,2.31
Renaissance Charter School,school,school,,,35-59 81st Street,,40.7499509,-73.8851651,2.32
Stepping Stone Dayschool,kindergarten,kindergarten,,,,,40.7198171,-73.8208454,2.32
Doma Rx,pharmacy,pharmacy,pharmacy,,69th Avenue,,40.7173081,-73.8520587,2.32
Star Pre School,kindergarten,kindergarten,,,80-07 Broadway,,40.74397,-73.884736,2.33
SkyCare,pharmacy,pharmacy,pharmacy,,,,40.7355331,-73.8814004,2.34
Queens Adult Care Center,social_facility,social_facility,,nursing_home,,,40.7409345,-73.8841835,2.35
Maximum Orthopedics Greater Forest Hills Physical Therapy,physiotherapist,,physiotherapist,,116-15 Queens Boulevard,,40.7161022,-73.8329795,2.36
Alan J Schwartz DDS,dentist,dentist,dentist,,,,40.7192895,-73.8203287,2.36
Chung Ying Physical Therapy / Wongs Acupuncture,physiotherapist,,physiotherapist,,116-21 Queens Boulevard,Forest Hills,40.7159997,-73.8328514,2.37
PS 101Q The School in The Gardens,school,school,,,,,40.7155495,-73.8434108,2.37
PS 154,school,school,,,,,40.7265209,-73.8075297,2.37
USA Vein Clinic,clinic,clinic,clinic,,,,40.715833,-73.8337355,2.38
Boulevard Hearing Aid Center,clinic,,clinic,,116-25 Queens Boulevard,,40.715927,-73.8327562,2.38
Our Saviour Lutheran School,school,school,,,Woodhaven Boulevard,,40.7208191,-73.8654795,2.38
Elmhurst Hospital,hospital,hospital,hospital,,79-01 Broadway,Elmhurst,40.7449815,-73.8860581,2.39
Cohen's Fashion Optical,optometrist,,optometrist,,116-53 Queens Boulevard,,40.7155919,-73.832295,2.41
Musculoskeletal wellness clinic,clinic,clinic,clinic,,116-22 Queens Boulevard,,40.7154462,-73.8332177,2.41
PS Q255,school,school,,,,,40.7242087,-73.8093804,2.41
Determination Physical Therapy,physiotherapist,,physiotherapist,,73-24 Yellowstone Blvd,Forest Hills,40.7171024,-73.8575328,2.42
Healthy Corner Pharmact,pharmacy,pharmacy,pharmacy,,116-65 Queens Boulevard,,40.7154197,-73.8320679,2.42
College Point Collaborative,school,school,,,12406 14th Avenue,College Point,40.7849417,-73.8435111,2.43
Viva Pharmacy & Wellness,pharmacy,pharmacy,pharmacy,,80-14 Northern Boulevard,Jackson Heights,40.7552366,-73.8868342,2.44
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7147917,-73.8324005,2.46
Simply Dental,dentist,dentist,dentist,,,,40.7413627,-73.8864546,2.46
Intermediate School 145 Joseph Pulitzer,school,school,,,,,40.7544062,-73.887518,2.47
Francis Lewis High School,school,school,,,,,40.7408626,-73.79505,2.47
Poppenhusen Institute,school,school,,,,,40.7844444,-73.8530556,2.48
Amazing Smile Dental,dentist,dentist,dentist,,,,40.7145236,-73.8320613,2.48
Broadway Preschool,kindergarten,kindergarten,,,77-14 Roosevelt Avenue,,40.7470416,-73.8881562,2.49
PS 144,school,school,,,,,40.7149006,-73.8524096,2.49
Public School 69,school,school,,,,,40.7487961,-73.8884649,2.5
Saint Agnes Academy High School,school,school,,,13-20 124th Street,,40.7858972,-73.8443407,2.5
Saint Adalbert Catholic Academy,school,school,,,52-17 83rd Street,Elmhurst,40.7326776,-73.8832271,2.52
Frank's Pharmacy,pharmacy,pharmacy,pharmacy,,77-01 37th Avenue,,40.7493941,-73.888847,2.52
Queens Health Pharmacy,pharmacy,pharmacy,pharmacy,,76-11A Broadway,Elmhurst,40.7456599,-73.888677,2.52
Phyllis L. Susser School For Exceptional Children,school,school,,,71-64 168th Street,,40.7286704,-73.8015749,2.52
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,172-03 46th Avenue,,40.753405,-73.7928237,2.52
Garden School,school,school,,,,,40.7544896,-73.8885087,2.52
Orlin&Cohen,clinic,clinic,clinic,,,,40.7139002,-73.8313973,2.53
Rest Medical Care,hospital,hospital,clinic,,37-28 77th Street,,40.7482978,-73.8891495,2.53
Access Insitute,school,school,,,,,40.7138419,-73.8311625,2.54
3D-4D Ultrasound Studio,doctors,doctors,doctor,,147-19 Union Turnpike,,40.7186517,-73.814692,2.55
Elmhurst Pharmacy,pharmacy,pharmacy,pharmacy,,75-23 Broadway,Elmhurst,40.7460052,-73.8895154,2.56
Total Dentistry Care,dentist,dentist,dentist,,,,40.7136007,-73.8299505,2.56
Avonora,pharmacy,pharmacy,pharmacy,,149-01 Union Turnpike,,40.7187845,-73.8137071,2.57
Dr. Richard Seioung,doctors,doctors,doctor,,75-21 Broadway,,40.7460441,-73.8896137,2.57
Emmanuel Internal Medicine,doctors,doctors,doctor,,,,40.7174444,-73.8166851,2.57
Main Street Physical Therapy,physiotherapist,,physiotherapist,,78-46 Parsons Boulevard,,40.7210341,-73.8095754,2.57
Salzman Chemists,pharmacy,pharmacy,pharmacy,,149-19 Union Turnpike,,40.7189594,-73.8130865,2.58
Bangladesh Farmacia,pharmacy,pharmacy,pharmacy,,75-26 37th Avenue,,40.7490217,-73.8901174,2.58
Zenaida Espino-Santos,doctors,doctors,doctor,,76-10 34th Avenue,,40.7530556,-73.8899023,2.58
Middle School 216,school,school,,,64-20 175th Street,Queens,40.7371921,-73.7945036,2.58
Fidelity Physical Therapy & Rehabilitation Center,clinic,clinic,clinic,,40-47 75th Street,,40.7455766,-73.8900304,2.59
Modern Dental Care of Queens,dentist,dentist,dentist,,80-46 Kew Gardens Road,Kew Gardens,40.7131217,-73.830151,2.59
Pediatrics,doctors,doctors,doctor,,40-53 75th Street,,40.7454204,-73.89008,2.6
Image Heights Pharmacy,pharmacy,pharmacy,pharmacy,,75-01 37th Avenue,,40.7491998,-73.8906991,2.61
Walgreens,pharmacy,pharmacy,pharmacy,,60-01 Eliot Avenue,,40.7254619,-73.8788188,2.61
All Smiles Dentistry,dentist,dentist,dentist,,40-30 75th Street,,40.7459908,-73.8904927,2.61
CCBD School of New York,school,school,,,40-42 75th Street,,40.7456821,-73.8904449,2.61
Urology,clinic,clinic,clinic,,40-46 75th Street,,40.7455561,-73.8904418,2.61
Holy Trinity School,school,school,,,14-45 143rd Street,,40.7858924,-73.8255714,2.62
ACE Institute of Technology,school,school,,,40-38 75th Street,,40.7458115,-73.89048,2.62
Kew Gardens Dialysis Center,clinic,clinic,clinic,,120-46 Queens Boulevard,,40.7130477,-73.828769,2.62
Intermediate School 5 Walter S. Crowley,school,school,,,50-40 Jacobus Street,,40.7373855,-73.8881064,2.62
Public School 173,school,school,,,,,40.7340847,-73.7952683,2.62
Medical & Dental Center,yes,,yes,,150-34 Union Turnpike,,40.7188533,-73.8113792,2.64
Envision Eyecare,optometrist,,optometrist,,150-36 Union Turnpike,,40.7188851,-73.8112745,2.64
Cohen Eye Institute,doctors,doctors,doctor,,74-10 Broadway,,40.7463392,-73.8909522,2.64
Forest Hills Gastroenterology,doctors,doctors,doctor,,Broadway,Elmhurst,40.746347,-73.8910495,2.64
Moss Dermatology,doctors,doctors,doctor,,Broadway,Elmhurst,40.746369,-73.891091,2.64
Our Lady of Fatima School,school,school,,,25-34 80th Street,,40.7615615,-73.888771,2.64
Plaza College,school,school,,,,,40.7491667,-73.8913889,2.65
HeartShare Union Turnpike Day Habilitation Program,social_facility,social_facility,,day_care,159-05 Union Turnpike,,40.7205276,-73.808071,2.65
Sur Eye Care,optometrist,,optometrist,,7402 Broadway,,40.7464262,-73.8911588,2.65
Manhattan Queens Pediatrics,doctors,doctors,doctor,,Broadway,Elmhurst,40.7463937,-73.8911333,2.65
CORNERSTONE of Fresh Meadows,social_facility,social_facility,,group_home,159-05 Union Turnpike,Fresh Meadows,40.7207171,-73.8078429,2.65
Meadow Park Rehabilitation and Healthcare Center,rehabilitation,,rehabilitation,,78-10 164th Street,,40.7224922,-73.8049088,2.66
Rite Aid,pharmacy,pharmacy,pharmacy,,158-02 Union Turnpike,,40.7199309,-73.8084161,2.67
Juan Carlos De Fex,dentist,dentist,dentist,,35th Avenue,,40.750897,-73.8919434,2.68
NYC Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7202341,-73.8076063,2.68
Community Medical Imaging,doctors,doctors,doctor,,,,40.7202882,-73.8074377,2.68
CityMD,clinic,clinic,clinic,,73-02 Roosevelt Avenue,Jackson Heights,40.7466228,-73.8921189,2.7
Duane Reade,pharmacy,pharmacy,pharmacy,,35-75 73rd Street,,40.7491441,-73.8923773,2.7
I.S. 230Q School for Civics in the Community,school,school,,,,,40.7532348,-73.8922146,2.7
All City Eye Care,doctors,doctors,doctor,,161-10 Union Turnpike,Fresh Meadows,40.7208049,-73.8059835,2.71
Metropolitan Foot & Ankle,podiatrist,,podiatrist,,Union Turnpike,Fresh Meadows,40.7210945,-73.8050724,2.73
Public School 99,school,school,,,,,40.7113527,-73.8281111,2.74
Walgreens,pharmacy,pharmacy,pharmacy,,75-75 31st Avenue,East Elmhurst,40.7601961,-73.8915554,2.75
New York Presbyterian,clinic,clinic,clinic,,73-15 Northern Boulevard,,40.7549376,-73.8931009,2.76
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,97-15 Metropolitan Avenue,,40.7113496,-73.8550959,2.76
CityMD,clinic,clinic,clinic,,74-25 Grand Avenue,Maspeth,40.7308352,-73.8873995,2.77
Public School 129,school,school,,,128-02 7th Avenue,,40.7899291,-73.8395072,2.77
PS 49,school,school,,,,,40.7195791,-73.8754962,2.77
Jackson Heights Pharmacy,pharmacy,pharmacy,pharmacy,,40-02 72nd Street,,40.7464123,-73.8936752,2.78
Jannat Pharmacy,pharmacy,pharmacy,pharmacy,,72-03 35th Avenue,,40.7509394,-73.8938167,2.78
Rapid Scripts,pharmacy,pharmacy,pharmacy,,,,40.7097933,-73.8457592,2.78
Metro Scripts,pharmacy,pharmacy,pharmacy,,,,40.7110386,-73.8553772,2.78
I Care Orthodontics,dentist,dentist,dentist,,,,40.7109981,-73.8550974,2.78
Jackson Meds Pharmacy,pharmacy,pharmacy,pharmacy,,7066 Broadway,Jackson Heights,40.747597,-73.8939179,2.78
QCNI-Bleuler Jackson Heights,doctors,doctors,doctor,,37-64 72nd Street,Jackson Heights,40.746877,-73.8937757,2.78
Advanced Pro Care,physiotherapist,,physiotherapist,,99-10 Metropolitan Avenue,,40.7107419,-73.8533266,2.78
Glory Pharmacy,pharmacy,pharmacy,pharmacy,,98-14 Metropolitan Avenue,,40.7108731,-73.8541701,2.78
Interventional Pain Management,doctors,doctors,doctor,,Metropolitan Avenue,,40.710864,-73.8541106,2.78
Dr Arlene E Schwartz,optometrist,,optometrist,,Metropolitan Avenue,,40.7109131,-73.8543828,2.78
Stand Up MRI,pharmacy,pharmacy,pharmacy,,7533 31st Avenue,East Elmhurst,40.7594629,-73.8923631,2.78
Golden Age Home Care,yes,,yes,,71-24 35th Avenue,,40.7506787,-73.8941217,2.79
Malik Eye Care,doctors,doctors,doctor,,,,40.7110218,-73.8558461,2.79
Motion Sports Medicine,physiotherapist,,physiotherapist,,,,40.7110404,-73.8559499,2.79
Advantage Care Physicians,doctors,doctors,doctor,,96-10 Metropolitan Avenue,,40.7110968,-73.856242,2.79
Lenox Hill,doctors,doctors,doctor,,Metropolitan Avenue,,40.7110571,-73.8561883,2.8
NY Cancer & Blood Specialist,doctors,doctors,doctor,,Metropolitan Avenue,,40.7110498,-73.8562521,2.8
Public School 79,school,school,,,147-27 15th Drive,,40.7862129,-73.8173425,2.8
Precision Pain Medicine,doctors,doctors,doctor,,77-36 169th Street,Queens,40.723636,-73.7996724,2.81
NYC Health + Hospitals/Gotham Health,clinic,clinic,clinic,,37-50 72nd Street,Jackson Heights,40.7473022,-73.8943206,2.81
P.S. 12 - James B. Colgate School,school,school,,,46-14 67th Street,,40.7422855,-73.893465,2.81
Main Street Radiology,yes,,yes,,72-06 Northern Boulevard,,40.7543595,-73.8943268,2.82
Western Care PC,clinic,clinic,clinic,,70-38 Broadway,Jackson Heights,40.747903,-73.8947032,2.82
"Stand-Up MRI of Queens, P.C.",doctors,doctors,doctor,,167-20 Union Turnpike,,40.7227624,-73.8002596,2.83
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7549346,-73.8944454,2.83
Queens Gateway to Health Sciences Secondary School,school,school,,,,,40.7184731,-73.8061121,2.83
Public School 177,school,school,,,56-37 188th Street,,40.7434654,-73.7874045,2.83
St. Mary's Parochial School,school,school,,,,,40.7388687,-73.8930803,2.84
Briarwood Dentistry,dentist,dentist,dentist,,,,40.7123195,-73.8179994,2.85
Kew Gardens Smiles Dental,dentist,dentist,dentist,,80-59 Lefferts Boulevard,,40.7094109,-73.829333,2.85
Archbishop Molloy High School,school,school,,,83-53 Manton Street,Jamaica,40.7116441,-73.8199017,2.85
Maspeth High School,school,school,,,,,40.729131,-73.887898,2.85
Reo Chemists,pharmacy,pharmacy,pharmacy,,,,40.7091884,-73.8301693,2.86
Regal Heights Rehabilitation and Healthcare Center,rehabilitation,,rehabilitation,,70-05 35th Avenue,,40.7509558,-73.8954264,2.86
Pharmacy on Grand Inc.,pharmacy,pharmacy,pharmacy,,73-33 Grand Avenue,,40.7300231,-73.8889126,2.87
Queens Hospital Center,hospital,hospital,hospital,,82-68 164th Street,Jamaica,40.7177045,-73.8059538,2.87
Saint Margaret's Religious Education Center,school,school,,,,,40.7158121,-73.8726497,2.88
Main Street Radiology,yes,,yes,,32-25 Francis Lewis Boulevard,,40.7686674,-73.7913136,2.9
Lexington School and Center for the Deaf,school,school,,,,,40.761358,-73.8939994,2.9
Monsignor McClancy Memorial High School,school,school,,,,,40.7574776,-73.8951881,2.9
Public School 184,school,school,,,163-15 21st Road,,40.7782001,-73.7998043,2.91
Mea Pharmacy,pharmacy,pharmacy,pharmacy,,81-44 Lefferts Boulevard,,40.7084146,-73.8308887,2.91
Queens Pharmacy Center Inc.,pharmacy,pharmacy,pharmacy,,82-35 164th Street,,40.7183603,-73.8034742,2.92
CityMD,clinic,clinic,clinic,,61-18 188th Street,Fresh Meadows,40.739958,-73.7865043,2.92
"Marchese Integrative Practice, PC",doctors,doctors,doctor,,,,40.7296918,-73.8900143,2.93
Metro Medical,doctors,doctors,doctor,,116-07 Metropolitan Avenue,,40.7075854,-73.8357637,2.93
